Attendance_ID,Employee_ID,Date,Status,Working_Hours
AT12900,EMP0430,2025-01-30,Present,8.7
AT12901,EMP0431,2025-01-01,Present,8.5
AT12902,EMP0431,2025-01-02,Present,7.1
AT12903,EMP0431,2025-01-03,Present,8.3
AT12904,EMP0431,2025-01-04,Present,7.0
AT12905,EMP0431,2025-01-05,WFH,8.0
AT12906,EMP0431,2025-01-06,WFH,7.3
AT12907,EMP0431,2025-01-07,Present,7.5
AT12908,EMP0431,2025-01-08,Present,7.8
AT12909,EMP0431,2025-01-09,Present,7.2
AT12910,EMP0431,2025-01-10,Leave,7.9
AT12911,EMP0431,2025-01-11,Present,7.3
AT12912,EMP0431,2025-01-12,Present,7.1
AT12913,EMP0431,2025-01-13,Present,7.4
AT12914,EMP0431,2025-01-14,Present,7.7
AT12915,EMP0431,2025-01-15,Present,7.5
AT12916,EMP0431,2025-01-16,WFH,8.0
AT12917,EMP0431,2025-01-17,Present,8.3
AT12918,EMP0431,2025-01-18,Present,7.1
AT12919,EMP0431,2025-01-19,Present,8.7
AT12920,EMP0431,2025-01-20,Present,8.5
AT12921,EMP0431,2025-01-21,Present,7.3
AT12922,EMP0431,2025-01-22,Present,7.3
AT12923,EMP0431,2025-01-23,Present,8.6
AT12924,EMP0431,2025-01-24,Present,7.3
AT12925,EMP0431,2025-01-25,Present,7.2
AT12926,EMP0431,2025-01-26,Present,9.0
AT12927,EMP0431,2025-01-27,Present,7.2
AT12928,EMP0431,2025-01-28,Present,7.7
AT12929,EMP0431,2025-01-29,Present,8.6
AT12930,EMP0431,2025-01-30,Present,7.7
AT12931,EMP0432,2025-01-01,Present,8.8
AT12932,EMP0432,2025-01-02,Present,9.0
AT12933,EMP0432,2025-01-03,WFH,7.9
AT12934,EMP0432,2025-01-04,WFH,8.7
AT12935,EMP0432,2025-01-05,Present,7.9
AT12936,EMP0432,2025-01-06,Present,8.9
AT12937,EMP0432,2025-01-07,Present,8.7
AT12938,EMP0432,2025-01-08,Present,7.7
AT12939,EMP0432,2025-01-09,Present,8.2
AT12940,EMP0432,2025-01-10,Present,8.5
AT12941,EMP0432,2025-01-11,Present,7.3
AT12942,EMP0432,2025-01-12,Present,7.1
AT12943,EMP0432,2025-01-13,Leave,7.2
AT12944,EMP0432,2025-01-14,Present,8.8
AT12945,EMP0432,2025-01-15,Present,8.0
AT12946,EMP0432,2025-01-16,Present,8.5
AT12947,EMP0432,2025-01-17,Present,8.6
AT12948,EMP0432,2025-01-18,Present,7.5
AT12949,EMP0432,2025-01-19,Present,8.9
AT12950,EMP0432,2025-01-20,Present,7.5
AT12951,EMP0432,2025-01-21,WFH,8.7
AT12952,EMP0432,2025-01-22,Present,7.7
AT12953,EMP0432,2025-01-23,Present,7.5
AT12954,EMP0432,2025-01-24,Present,8.1
AT12955,EMP0432,2025-01-25,Absent,0.0
AT12956,EMP0432,2025-01-26,Present,7.9
AT12957,EMP0432,2025-01-27,Present,8.1
AT12958,EMP0432,2025-01-28,Present,7.9
AT12959,EMP0432,2025-01-29,Present,8.3
AT12960,EMP0432,2025-01-30,Present,7.6
AT12961,EMP0433,2025-01-01,Present,8.9
AT12962,EMP0433,2025-01-02,Present,8.6
AT12963,EMP0433,2025-01-03,Present,9.0
AT12964,EMP0433,2025-01-04,Present,7.9
AT12965,EMP0433,2025-01-05,Present,7.5
AT12966,EMP0433,2025-01-06,Present,8.6
AT12967,EMP0433,2025-01-07,Present,8.3
AT12968,EMP0433,2025-01-08,Present,7.5
AT12969,EMP0433,2025-01-09,Present,8.5
AT12970,EMP0433,2025-01-10,Present,7.7
AT12971,EMP0433,2025-01-11,Present,8.7
AT12972,EMP0433,2025-01-12,WFH,7.0
AT12973,EMP0433,2025-01-13,Present,7.4
AT12974,EMP0433,2025-01-14,Present,8.5
AT12975,EMP0433,2025-01-15,Present,8.8
AT12976,EMP0433,2025-01-16,Present,8.8
AT12977,EMP0433,2025-01-17,Present,8.1
AT12978,EMP0433,2025-01-18,Present,7.2
AT12979,EMP0433,2025-01-19,Leave,8.7
AT12980,EMP0433,2025-01-20,Present,7.3
AT12981,EMP0433,2025-01-21,Present,8.0
AT12982,EMP0433,2025-01-22,Present,8.8
AT12983,EMP0433,2025-01-23,Present,8.3
AT12984,EMP0433,2025-01-24,Absent,0.0
AT12985,EMP0433,2025-01-25,Present,7.2
AT12986,EMP0433,2025-01-26,Present,7.1
AT12987,EMP0433,2025-01-27,Present,7.7
AT12988,EMP0433,2025-01-28,Present,8.9
AT12989,EMP0433,2025-01-29,Present,8.3
AT12990,EMP0433,2025-01-30,Present,7.8
AT12991,EMP0434,2025-01-01,Leave,7.8
AT12992,EMP0434,2025-01-02,Present,7.6
AT12993,EMP0434,2025-01-03,Present,8.2
AT12994,EMP0434,2025-01-04,Present,7.5
AT12995,EMP0434,2025-01-05,Present,8.3
AT12996,EMP0434,2025-01-06,Present,7.9
AT12997,EMP0434,2025-01-07,Present,8.6
AT12998,EMP0434,2025-01-08,Present,7.5
AT12999,EMP0434,2025-01-09,Leave,8.7
AT13000,EMP0434,2025-01-10,Present,8.1
AT13001,EMP0434,2025-01-11,WFH,7.3
AT13002,EMP0434,2025-01-12,WFH,7.8
AT13003,EMP0434,2025-01-13,Leave,7.4
AT13004,EMP0434,2025-01-14,Present,7.2
AT13005,EMP0434,2025-01-15,Present,8.1
AT13006,EMP0434,2025-01-16,Present,8.7
AT13007,EMP0434,2025-01-17,Present,7.3
AT13008,EMP0434,2025-01-18,Present,7.6
AT13009,EMP0434,2025-01-19,Present,8.6
AT13010,EMP0434,2025-01-20,Present,7.7
AT13011,EMP0434,2025-01-21,Present,8.1
AT13012,EMP0434,2025-01-22,Present,7.9
AT13013,EMP0434,2025-01-23,Present,7.8
AT13014,EMP0434,2025-01-24,Present,8.5
AT13015,EMP0434,2025-01-25,Present,7.5
AT13016,EMP0434,2025-01-26,Present,8.0
AT13017,EMP0434,2025-01-27,Present,7.1
AT13018,EMP0434,2025-01-28,Present,7.1
AT13019,EMP0434,2025-01-29,Present,8.8
AT13020,EMP0434,2025-01-30,Present,7.8
AT13021,EMP0435,2025-01-01,Present,7.5
AT13022,EMP0435,2025-01-02,Present,8.5
AT13023,EMP0435,2025-01-03,Present,7.2
AT13024,EMP0435,2025-01-04,Present,8.6
AT13025,EMP0435,2025-01-05,Present,8.5
AT13026,EMP0435,2025-01-06,Absent,0.0
AT13027,EMP0435,2025-01-07,Present,7.8
AT13028,EMP0435,2025-01-08,Present,7.4
AT13029,EMP0435,2025-01-09,Present,8.2
AT13030,EMP0435,2025-01-10,Present,7.5
AT13031,EMP0435,2025-01-11,Present,8.2
AT13032,EMP0435,2025-01-12,Absent,0.0
AT13033,EMP0435,2025-01-13,Present,8.2
AT13034,EMP0435,2025-01-14,Present,8.4
AT13035,EMP0435,2025-01-15,Present,8.5
AT13036,EMP0435,2025-01-16,Present,8.1
AT13037,EMP0435,2025-01-17,Present,7.0
AT13038,EMP0435,2025-01-18,Present,8.0
AT13039,EMP0435,2025-01-19,Present,7.2
AT13040,EMP0435,2025-01-20,Present,7.3
AT13041,EMP0435,2025-01-21,Present,8.2
AT13042,EMP0435,2025-01-22,Present,7.4
AT13043,EMP0435,2025-01-23,WFH,8.1
AT13044,EMP0435,2025-01-24,Present,8.5
AT13045,EMP0435,2025-01-25,Present,7.6
AT13046,EMP0435,2025-01-26,Present,7.1
AT13047,EMP0435,2025-01-27,Present,7.4
AT13048,EMP0435,2025-01-28,Present,8.4
AT13049,EMP0435,2025-01-29,Present,8.4
AT13050,EMP0435,2025-01-30,Present,8.2
AT13051,EMP0436,2025-01-01,Present,7.1
AT13052,EMP0436,2025-01-02,Present,7.9
AT13053,EMP0436,2025-01-03,Present,8.2
AT13054,EMP0436,2025-01-04,Leave,8.5
AT13055,EMP0436,2025-01-05,Present,8.3
AT13056,EMP0436,2025-01-06,Present,8.4
AT13057,EMP0436,2025-01-07,Present,8.7
AT13058,EMP0436,2025-01-08,Present,8.4
AT13059,EMP0436,2025-01-09,Present,8.3
AT13060,EMP0436,2025-01-10,Present,7.7
AT13061,EMP0436,2025-01-11,Present,8.1
AT13062,EMP0436,2025-01-12,Present,8.2
AT13063,EMP0436,2025-01-13,Present,8.2
AT13064,EMP0436,2025-01-14,Present,8.4
AT13065,EMP0436,2025-01-15,Present,7.2
AT13066,EMP0436,2025-01-16,Present,9.0
AT13067,EMP0436,2025-01-17,Present,8.8
AT13068,EMP0436,2025-01-18,Present,7.1
AT13069,EMP0436,2025-01-19,Present,7.5
AT13070,EMP0436,2025-01-20,Present,8.1
AT13071,EMP0436,2025-01-21,Present,8.7
AT13072,EMP0436,2025-01-22,Present,8.4
AT13073,EMP0436,2025-01-23,Present,8.3
AT13074,EMP0436,2025-01-24,WFH,8.9
AT13075,EMP0436,2025-01-25,Present,8.2
AT13076,EMP0436,2025-01-26,Present,8.9
AT13077,EMP0436,2025-01-27,Present,8.0
AT13078,EMP0436,2025-01-28,Present,7.4
AT13079,EMP0436,2025-01-29,Present,7.5
AT13080,EMP0436,2025-01-30,Present,7.8
AT13081,EMP0437,2025-01-01,Present,7.5
AT13082,EMP0437,2025-01-02,Present,8.4
AT13083,EMP0437,2025-01-03,Absent,0.0
AT13084,EMP0437,2025-01-04,Present,8.3
AT13085,EMP0437,2025-01-05,Present,8.5
AT13086,EMP0437,2025-01-06,Present,8.9
AT13087,EMP0437,2025-01-07,Present,8.3
AT13088,EMP0437,2025-01-08,Present,7.9
AT13089,EMP0437,2025-01-09,Present,8.7
AT13090,EMP0437,2025-01-10,Present,9.0
AT13091,EMP0437,2025-01-11,Present,8.3
AT13092,EMP0437,2025-01-12,Present,8.0
AT13093,EMP0437,2025-01-13,Present,7.1
AT13094,EMP0437,2025-01-14,Present,8.5
AT13095,EMP0437,2025-01-15,Present,7.7
AT13096,EMP0437,2025-01-16,Present,7.7
AT13097,EMP0437,2025-01-17,Present,7.4
AT13098,EMP0437,2025-01-18,Present,8.9
AT13099,EMP0437,2025-01-19,Present,7.2
AT13100,EMP0437,2025-01-20,Present,7.2
AT13101,EMP0437,2025-01-21,Present,9.0
AT13102,EMP0437,2025-01-22,Present,8.6
AT13103,EMP0437,2025-01-23,Present,7.7
AT13104,EMP0437,2025-01-24,WFH,8.4
AT13105,EMP0437,2025-01-25,Present,7.7
AT13106,EMP0437,2025-01-26,Present,7.0
AT13107,EMP0437,2025-01-27,Present,7.5
AT13108,EMP0437,2025-01-28,WFH,7.1
AT13109,EMP0437,2025-01-29,Present,8.6
AT13110,EMP0437,2025-01-30,Present,7.2
AT13111,EMP0438,2025-01-01,Present,7.2
AT13112,EMP0438,2025-01-02,Present,8.9
AT13113,EMP0438,2025-01-03,Present,8.3
AT13114,EMP0438,2025-01-04,Present,7.6
AT13115,EMP0438,2025-01-05,Present,7.3
AT13116,EMP0438,2025-01-06,Present,7.2
AT13117,EMP0438,2025-01-07,WFH,7.4
AT13118,EMP0438,2025-01-08,Present,8.4
AT13119,EMP0438,2025-01-09,Leave,8.3
AT13120,EMP0438,2025-01-10,Present,8.3
AT13121,EMP0438,2025-01-11,Present,7.6
AT13122,EMP0438,2025-01-12,Present,7.5
AT13123,EMP0438,2025-01-13,Present,8.7
AT13124,EMP0438,2025-01-14,Present,7.1
AT13125,EMP0438,2025-01-15,Present,8.4
AT13126,EMP0438,2025-01-16,Present,7.5
AT13127,EMP0438,2025-01-17,Present,8.9
AT13128,EMP0438,2025-01-18,Present,8.2
AT13129,EMP0438,2025-01-19,Present,8.8
AT13130,EMP0438,2025-01-20,Present,8.6
AT13131,EMP0438,2025-01-21,Leave,7.6
AT13132,EMP0438,2025-01-22,Present,7.1
AT13133,EMP0438,2025-01-23,Present,7.1
AT13134,EMP0438,2025-01-24,Present,8.8
AT13135,EMP0438,2025-01-25,Present,7.1
AT13136,EMP0438,2025-01-26,Present,8.2
AT13137,EMP0438,2025-01-27,Present,7.7
AT13138,EMP0438,2025-01-28,Present,8.2
AT13139,EMP0438,2025-01-29,Present,8.4
AT13140,EMP0438,2025-01-30,Present,8.0
AT13141,EMP0439,2025-01-01,Present,7.6
AT13142,EMP0439,2025-01-02,Present,8.2
AT13143,EMP0439,2025-01-03,Present,8.2
AT13144,EMP0439,2025-01-04,Present,7.6
AT13145,EMP0439,2025-01-05,Present,7.6
AT13146,EMP0439,2025-01-06,Present,8.5
AT13147,EMP0439,2025-01-07,Present,8.4
AT13148,EMP0439,2025-01-08,Absent,0.0
AT13149,EMP0439,2025-01-09,Present,8.2
AT13150,EMP0439,2025-01-10,Present,7.1
AT13151,EMP0439,2025-01-11,Present,7.3
AT13152,EMP0439,2025-01-12,Leave,7.4
AT13153,EMP0439,2025-01-13,Present,8.9
AT13154,EMP0439,2025-01-14,Present,8.1
AT13155,EMP0439,2025-01-15,Present,8.6
AT13156,EMP0439,2025-01-16,Present,8.2
AT13157,EMP0439,2025-01-17,Absent,0.0
AT13158,EMP0439,2025-01-18,Present,7.2
AT13159,EMP0439,2025-01-19,Present,7.3
AT13160,EMP0439,2025-01-20,Present,8.9
AT13161,EMP0439,2025-01-21,Leave,8.9
AT13162,EMP0439,2025-01-22,Present,8.0
AT13163,EMP0439,2025-01-23,Present,7.7
AT13164,EMP0439,2025-01-24,Present,7.7
AT13165,EMP0439,2025-01-25,Present,8.2
AT13166,EMP0439,2025-01-26,Leave,8.9
AT13167,EMP0439,2025-01-27,Present,8.7
AT13168,EMP0439,2025-01-28,Present,7.8
AT13169,EMP0439,2025-01-29,Present,8.3
AT13170,EMP0439,2025-01-30,Present,8.5
AT13171,EMP0440,2025-01-01,Present,8.0
AT13172,EMP0440,2025-01-02,Present,7.9
AT13173,EMP0440,2025-01-03,Present,8.2
AT13174,EMP0440,2025-01-04,Present,8.0
AT13175,EMP0440,2025-01-05,Present,8.8
AT13176,EMP0440,2025-01-06,Leave,8.4
AT13177,EMP0440,2025-01-07,Present,8.3
AT13178,EMP0440,2025-01-08,Present,7.4
AT13179,EMP0440,2025-01-09,Present,7.1
AT13180,EMP0440,2025-01-10,Present,8.8
AT13181,EMP0440,2025-01-11,Present,7.0
AT13182,EMP0440,2025-01-12,Present,7.6
AT13183,EMP0440,2025-01-13,Present,7.9
AT13184,EMP0440,2025-01-14,Present,8.3
AT13185,EMP0440,2025-01-15,Present,8.2
AT13186,EMP0440,2025-01-16,Present,7.0
AT13187,EMP0440,2025-01-17,Present,8.3
AT13188,EMP0440,2025-01-18,Present,8.4
AT13189,EMP0440,2025-01-19,Absent,0.0
AT13190,EMP0440,2025-01-20,Present,7.2
AT13191,EMP0440,2025-01-21,Present,7.3
AT13192,EMP0440,2025-01-22,Present,7.4
AT13193,EMP0440,2025-01-23,Present,7.8
AT13194,EMP0440,2025-01-24,Present,8.9
AT13195,EMP0440,2025-01-25,Present,8.5
AT13196,EMP0440,2025-01-26,WFH,7.3
AT13197,EMP0440,2025-01-27,Present,7.3
AT13198,EMP0440,2025-01-28,Present,7.7
AT13199,EMP0440,2025-01-29,Present,8.8
AT13200,EMP0440,2025-01-30,Present,7.9
AT13201,EMP0441,2025-01-01,Present,7.2
AT13202,EMP0441,2025-01-02,Present,7.9
AT13203,EMP0441,2025-01-03,Present,7.1
AT13204,EMP0441,2025-01-04,Present,7.1
AT13205,EMP0441,2025-01-05,Present,7.1
AT13206,EMP0441,2025-01-06,Present,8.8
AT13207,EMP0441,2025-01-07,Present,8.1
AT13208,EMP0441,2025-01-08,Present,7.8
AT13209,EMP0441,2025-01-09,Present,7.3
AT13210,EMP0441,2025-01-10,WFH,8.9
AT13211,EMP0441,2025-01-11,Present,8.0
AT13212,EMP0441,2025-01-12,Present,8.6
AT13213,EMP0441,2025-01-13,Present,7.2
AT13214,EMP0441,2025-01-14,Present,7.8
AT13215,EMP0441,2025-01-15,Present,8.4
AT13216,EMP0441,2025-01-16,Present,7.2
AT13217,EMP0441,2025-01-17,Present,7.2
AT13218,EMP0441,2025-01-18,Present,7.6
AT13219,EMP0441,2025-01-19,Present,8.5
AT13220,EMP0441,2025-01-20,Leave,8.2
AT13221,EMP0441,2025-01-21,Present,8.7
AT13222,EMP0441,2025-01-22,Present,7.7
AT13223,EMP0441,2025-01-23,Present,7.2
AT13224,EMP0441,2025-01-24,Present,7.1
AT13225,EMP0441,2025-01-25,Present,7.3
AT13226,EMP0441,2025-01-26,Present,8.3
AT13227,EMP0441,2025-01-27,Present,7.1
AT13228,EMP0441,2025-01-28,Present,9.0
AT13229,EMP0441,2025-01-29,Present,7.9
AT13230,EMP0441,2025-01-30,Present,7.9
AT13231,EMP0442,2025-01-01,Present,8.4
AT13232,EMP0442,2025-01-02,Present,7.5
AT13233,EMP0442,2025-01-03,Present,8.6
AT13234,EMP0442,2025-01-04,Present,7.8
AT13235,EMP0442,2025-01-05,Present,8.8
AT13236,EMP0442,2025-01-06,Present,8.2
AT13237,EMP0442,2025-01-07,Present,7.5
AT13238,EMP0442,2025-01-08,Absent,0.0
AT13239,EMP0442,2025-01-09,Present,7.3
AT13240,EMP0442,2025-01-10,Present,8.2
AT13241,EMP0442,2025-01-11,Present,8.6
AT13242,EMP0442,2025-01-12,Present,7.9
AT13243,EMP0442,2025-01-13,Present,8.6
AT13244,EMP0442,2025-01-14,Present,7.8
AT13245,EMP0442,2025-01-15,Leave,7.8
AT13246,EMP0442,2025-01-16,Present,7.4
AT13247,EMP0442,2025-01-17,Present,7.3
AT13248,EMP0442,2025-01-18,Present,7.8
AT13249,EMP0442,2025-01-19,Present,8.5
AT13250,EMP0442,2025-01-20,Present,7.7
AT13251,EMP0442,2025-01-21,Present,7.1
AT13252,EMP0442,2025-01-22,WFH,7.3
AT13253,EMP0442,2025-01-23,Present,7.9
AT13254,EMP0442,2025-01-24,Present,8.8
AT13255,EMP0442,2025-01-25,Present,7.3
AT13256,EMP0442,2025-01-26,Present,7.9
AT13257,EMP0442,2025-01-27,Present,8.5
AT13258,EMP0442,2025-01-28,Present,8.2
AT13259,EMP0442,2025-01-29,Present,7.3
AT13260,EMP0442,2025-01-30,Absent,0.0
AT13261,EMP0443,2025-01-01,Present,8.9
AT13262,EMP0443,2025-01-02,Present,8.9
AT13263,EMP0443,2025-01-03,Present,8.1
AT13264,EMP0443,2025-01-04,Present,9.0
AT13265,EMP0443,2025-01-05,Present,7.4
AT13266,EMP0443,2025-01-06,Present,8.9
AT13267,EMP0443,2025-01-07,Present,8.4
AT13268,EMP0443,2025-01-08,Present,8.2
AT13269,EMP0443,2025-01-09,Present,8.6
AT13270,EMP0443,2025-01-10,Present,8.5
AT13271,EMP0443,2025-01-11,WFH,7.5
AT13272,EMP0443,2025-01-12,Leave,7.4
AT13273,EMP0443,2025-01-13,Present,8.8
AT13274,EMP0443,2025-01-14,Present,8.3
AT13275,EMP0443,2025-01-15,Present,8.1
AT13276,EMP0443,2025-01-16,Present,8.3
AT13277,EMP0443,2025-01-17,Present,8.6
AT13278,EMP0443,2025-01-18,Present,7.9
AT13279,EMP0443,2025-01-19,Present,8.1
AT13280,EMP0443,2025-01-20,Present,7.4
AT13281,EMP0443,2025-01-21,Present,7.3
AT13282,EMP0443,2025-01-22,Present,8.7
AT13283,EMP0443,2025-01-23,Present,7.1
AT13284,EMP0443,2025-01-24,Present,7.1
AT13285,EMP0443,2025-01-25,Present,7.1
AT13286,EMP0443,2025-01-26,WFH,8.5
AT13287,EMP0443,2025-01-27,Present,7.9
AT13288,EMP0443,2025-01-28,Present,8.6
AT13289,EMP0443,2025-01-29,Present,7.1
AT13290,EMP0443,2025-01-30,Leave,8.6
AT13291,EMP0444,2025-01-01,Present,8.4
AT13292,EMP0444,2025-01-02,Present,7.2
AT13293,EMP0444,2025-01-03,Present,7.2
AT13294,EMP0444,2025-01-04,Present,8.9
AT13295,EMP0444,2025-01-05,Present,7.8
AT13296,EMP0444,2025-01-06,Present,8.2
AT13297,EMP0444,2025-01-07,Present,8.4
AT13298,EMP0444,2025-01-08,Leave,8.5
AT13299,EMP0444,2025-01-09,Present,7.7
AT13300,EMP0444,2025-01-10,Absent,0.0
AT13301,EMP0444,2025-01-11,Present,8.9
AT13302,EMP0444,2025-01-12,Present,8.6
AT13303,EMP0444,2025-01-13,Absent,0.0
AT13304,EMP0444,2025-01-14,Present,7.1
AT13305,EMP0444,2025-01-15,Present,8.9
AT13306,EMP0444,2025-01-16,Present,9.0
AT13307,EMP0444,2025-01-17,Present,8.6
AT13308,EMP0444,2025-01-18,Present,8.0
AT13309,EMP0444,2025-01-19,Present,8.0
AT13310,EMP0444,2025-01-20,Present,7.2
AT13311,EMP0444,2025-01-21,Present,8.7
AT13312,EMP0444,2025-01-22,Present,8.3
AT13313,EMP0444,2025-01-23,Present,7.9
AT13314,EMP0444,2025-01-24,Present,7.3
AT13315,EMP0444,2025-01-25,Present,7.0
AT13316,EMP0444,2025-01-26,WFH,9.0
AT13317,EMP0444,2025-01-27,Present,7.5
AT13318,EMP0444,2025-01-28,Present,8.1
AT13319,EMP0444,2025-01-29,Present,8.2
AT13320,EMP0444,2025-01-30,Leave,7.9
AT13321,EMP0445,2025-01-01,Present,7.6
AT13322,EMP0445,2025-01-02,Present,8.0
AT13323,EMP0445,2025-01-03,WFH,8.1
AT13324,EMP0445,2025-01-04,Present,7.7
AT13325,EMP0445,2025-01-05,Present,8.0
AT13326,EMP0445,2025-01-06,Present,7.3
AT13327,EMP0445,2025-01-07,Present,7.2
AT13328,EMP0445,2025-01-08,Present,8.3
AT13329,EMP0445,2025-01-09,Present,8.0
AT13330,EMP0445,2025-01-10,Present,7.8
AT13331,EMP0445,2025-01-11,Present,8.9
AT13332,EMP0445,2025-01-12,Present,8.0
AT13333,EMP0445,2025-01-13,Present,7.6
AT13334,EMP0445,2025-01-14,Present,8.7
AT13335,EMP0445,2025-01-15,Present,8.0
AT13336,EMP0445,2025-01-16,Present,8.5
AT13337,EMP0445,2025-01-17,Present,7.2
AT13338,EMP0445,2025-01-18,Leave,7.2
AT13339,EMP0445,2025-01-19,Present,7.0
AT13340,EMP0445,2025-01-20,Present,7.5
AT13341,EMP0445,2025-01-21,Present,8.5
AT13342,EMP0445,2025-01-22,Present,7.8
AT13343,EMP0445,2025-01-23,Absent,0.0
AT13344,EMP0445,2025-01-24,WFH,8.8
AT13345,EMP0445,2025-01-25,Leave,8.5
AT13346,EMP0445,2025-01-26,Present,9.0
AT13347,EMP0445,2025-01-27,Present,7.5
AT13348,EMP0445,2025-01-28,Absent,0.0
AT13349,EMP0445,2025-01-29,Present,7.4
AT13350,EMP0445,2025-01-30,Leave,8.6
AT13351,EMP0446,2025-01-01,Present,7.3
AT13352,EMP0446,2025-01-02,Absent,0.0
AT13353,EMP0446,2025-01-03,Present,8.7
AT13354,EMP0446,2025-01-04,Present,7.2
AT13355,EMP0446,2025-01-05,Present,8.8
AT13356,EMP0446,2025-01-06,Present,7.5
AT13357,EMP0446,2025-01-07,Present,7.8
AT13358,EMP0446,2025-01-08,Present,8.1
AT13359,EMP0446,2025-01-09,Present,8.3
AT13360,EMP0446,2025-01-10,Absent,0.0
AT13361,EMP0446,2025-01-11,Absent,0.0
AT13362,EMP0446,2025-01-12,Present,7.9
AT13363,EMP0446,2025-01-13,Present,9.0
AT13364,EMP0446,2025-01-14,Present,8.3
AT13365,EMP0446,2025-01-15,Present,8.4
AT13366,EMP0446,2025-01-16,Present,7.1
AT13367,EMP0446,2025-01-17,Present,7.6
AT13368,EMP0446,2025-01-18,Present,7.1
AT13369,EMP0446,2025-01-19,Present,7.5
AT13370,EMP0446,2025-01-20,Present,8.7
AT13371,EMP0446,2025-01-21,Present,8.5
AT13372,EMP0446,2025-01-22,Present,8.7
AT13373,EMP0446,2025-01-23,Present,7.2
AT13374,EMP0446,2025-01-24,Present,8.1
AT13375,EMP0446,2025-01-25,WFH,7.1
AT13376,EMP0446,2025-01-26,Present,7.5
AT13377,EMP0446,2025-01-27,Present,8.2
AT13378,EMP0446,2025-01-28,Present,8.0
AT13379,EMP0446,2025-01-29,Present,9.0
AT13380,EMP0446,2025-01-30,Absent,0.0
AT13381,EMP0447,2025-01-01,Present,7.3
AT13382,EMP0447,2025-01-02,Present,8.1
AT13383,EMP0447,2025-01-03,Present,7.3
AT13384,EMP0447,2025-01-04,Present,7.8
AT13385,EMP0447,2025-01-05,Present,7.3
AT13386,EMP0447,2025-01-06,Present,7.9
AT13387,EMP0447,2025-01-07,Present,7.7
AT13388,EMP0447,2025-01-08,Present,8.7
AT13389,EMP0447,2025-01-09,Present,8.0
AT13390,EMP0447,2025-01-10,Present,8.6
AT13391,EMP0447,2025-01-11,Absent,0.0
AT13392,EMP0447,2025-01-12,Present,8.8
AT13393,EMP0447,2025-01-13,Present,7.5
AT13394,EMP0447,2025-01-14,Present,8.0
AT13395,EMP0447,2025-01-15,Present,7.4
AT13396,EMP0447,2025-01-16,Present,8.1
AT13397,EMP0447,2025-01-17,Present,8.3
AT13398,EMP0447,2025-01-18,Present,8.5
AT13399,EMP0447,2025-01-19,WFH,9.0
AT13400,EMP0447,2025-01-20,Present,7.4
AT13401,EMP0447,2025-01-21,Present,7.0
AT13402,EMP0447,2025-01-22,Present,8.0
AT13403,EMP0447,2025-01-23,Present,8.4
AT13404,EMP0447,2025-01-24,Leave,8.8
AT13405,EMP0447,2025-01-25,Present,8.9
AT13406,EMP0447,2025-01-26,Present,7.1
AT13407,EMP0447,2025-01-27,Leave,7.6
AT13408,EMP0447,2025-01-28,WFH,7.1
AT13409,EMP0447,2025-01-29,Present,7.1
AT13410,EMP0447,2025-01-30,Present,8.3
AT13411,EMP0448,2025-01-01,Present,7.1
AT13412,EMP0448,2025-01-02,WFH,7.9
AT13413,EMP0448,2025-01-03,Present,8.7
AT13414,EMP0448,2025-01-04,Leave,8.3
AT13415,EMP0448,2025-01-05,Present,7.5
AT13416,EMP0448,2025-01-06,Present,7.2
AT13417,EMP0448,2025-01-07,Present,8.6
AT13418,EMP0448,2025-01-08,Present,8.0
AT13419,EMP0448,2025-01-09,Present,8.6
AT13420,EMP0448,2025-01-10,Present,7.1
AT13421,EMP0448,2025-01-11,Present,7.7
AT13422,EMP0448,2025-01-12,Present,8.3
AT13423,EMP0448,2025-01-13,Present,8.5
AT13424,EMP0448,2025-01-14,Present,8.0
AT13425,EMP0448,2025-01-15,Present,8.8
AT13426,EMP0448,2025-01-16,Present,7.3
AT13427,EMP0448,2025-01-17,Present,8.7
AT13428,EMP0448,2025-01-18,Present,8.1
AT13429,EMP0448,2025-01-19,Present,7.6
AT13430,EMP0448,2025-01-20,WFH,8.9
AT13431,EMP0448,2025-01-21,Present,7.6
AT13432,EMP0448,2025-01-22,Leave,7.0
AT13433,EMP0448,2025-01-23,Present,8.9
AT13434,EMP0448,2025-01-24,Present,8.5
AT13435,EMP0448,2025-01-25,Present,7.5
AT13436,EMP0448,2025-01-26,Leave,8.5
AT13437,EMP0448,2025-01-27,Present,8.1
AT13438,EMP0448,2025-01-28,Present,8.0
AT13439,EMP0448,2025-01-29,Present,7.4
AT13440,EMP0448,2025-01-30,Present,7.7
AT13441,EMP0449,2025-01-01,Present,8.5
AT13442,EMP0449,2025-01-02,Present,8.5
AT13443,EMP0449,2025-01-03,Present,8.2
AT13444,EMP0449,2025-01-04,Present,8.1
AT13445,EMP0449,2025-01-05,Present,8.3
AT13446,EMP0449,2025-01-06,Present,8.0
AT13447,EMP0449,2025-01-07,Present,8.0
AT13448,EMP0449,2025-01-08,Present,7.6
AT13449,EMP0449,2025-01-09,Present,7.5
AT13450,EMP0449,2025-01-10,Present,8.5
AT13451,EMP0449,2025-01-11,Present,8.9
AT13452,EMP0449,2025-01-12,Present,7.1
AT13453,EMP0449,2025-01-13,Present,8.6
AT13454,EMP0449,2025-01-14,Present,7.3
